,Id,Rating,Genre,Director,Runtime
392,508,Restricted,Horror,Robert Rodriguez,107
392,508,Restricted,Mystery and Suspense,Robert Rodriguez,107
393,509,Not Rated,Classics,Edmund Goulding,146
393,509,Not Rated,Drama,Edmund Goulding,146
393,509,Not Rated,Romance,Edmund Goulding,146
394,512,Not Rated,Art House and International,Norman Foster|Alfredo Gomez de la Vega,111
394,512,Not Rated,Classics,Norman Foster|Alfredo Gomez de la Vega,111
394,512,Not Rated,Drama,Norman Foster|Alfredo Gomez de la Vega,111
394,512,Not Rated,Romance,Norman Foster|Alfredo Gomez de la Vega,111
395,513,Not Rated,Action and Adventure,Tim Burstall,84
395,513,Not Rated,Drama,Tim Burstall,84
396,515,Not Rated,Action and Adventure,Lesley Selander,89
396,515,Not Rated,Western,Lesley Selander,89
397,516,Not Rated,Drama,Gordon Hessler,78
397,516,Not Rated,Mystery and Suspense,Gordon Hessler,78
398,517,Parental Guidance Suggested,Horror,Vernon Sewell,87
399,518,Restricted,Comedy,Christian Ditter,102
399,518,Restricted,Romance,Christian Ditter,102
400,520,Parental Guidance Suggested,Drama,John Stephenson,100
400,520,Parental Guidance Suggested,Kids and Family,John Stephenson,100
401,522,General Audience,Documentary,Unknown,45
401,522,General Audience,Special Interest,Unknown,45
401,522,General Audience,Sports and Fitness,Unknown,45
402,523,Restricted,Horror,Stephen Carpenter|Jeffrey Obrow,85
403,524,Not Rated,Drama,Ingmar Bergman,90
404,526,General Audience,Classics,Norman Jewison,179
404,526,General Audience,Comedy,Norman Jewison,179
404,526,General Audience,Drama,Norman Jewison,179
404,526,General Audience,Kids and Family,Norman Jewison,179
404,526,General Audience,Musical and Performing Arts,Norman Jewison,179
405,527,Not Rated,Action and Adventure,Jackie Chan|Xavier Lee,90
405,527,Not Rated,Documentary,Jackie Chan|Xavier Lee,90
405,527,Not Rated,Television,Jackie Chan|Xavier Lee,90
406,528,Restricted,Comedy,Tamara Jenkins,114
406,528,Restricted,Drama,Tamara Jenkins,114
407,531,Parental Guidance Suggested,Action and Adventure,Tab Murphy,117
407,531,Parental Guidance Suggested,Drama,Tab Murphy,117
407,531,Parental Guidance Suggested,Mystery and Suspense,Tab Murphy,117
407,531,Parental Guidance Suggested,Television,Tab Murphy,117
407,531,Parental Guidance Suggested,Western,Tab Murphy,117
408,533,Parents Strongly Cautioned,Classics,David Swift,130
408,533,Parents Strongly Cautioned,Comedy,David Swift,130
409,534,Restricted,Drama,Peter Bogdanovich,120
410,535,Not Rated,Comedy,Gerald Thomas,85
411,537,Restricted,Action and Adventure,Richard Lester,121
411,537,Restricted,Drama,Richard Lester,121
411,537,Restricted,Mystery and Suspense,Richard Lester,121
411,537,Restricted,Romance,Richard Lester,121
412,539,Restricted,Art House and International,Jenniphr Goodman,87
412,539,Restricted,Comedy,Jenniphr Goodman,87
412,539,Restricted,Drama,Jenniphr Goodman,87
412,539,Restricted,Romance,Jenniphr Goodman,87
413,541,Not Rated,Drama,Ken Loach,127
413,541,Not Rated,Romance,Ken Loach,127
414,542,Restricted,Action and Adventure,John Dahl,96
414,542,Restricted,Mystery and Suspense,John Dahl,96
415,544,Not Rated,Classics,Phil Karlson,64
415,544,Not Rated,Drama,Phil Karlson,64
415,544,Not Rated,Mystery and Suspense,Phil Karlson,64
416,545,Restricted,Classics,Robert Aldrich,138
416,545,Restricted,Comedy,Robert Aldrich,138
416,545,Restricted,Drama,Robert Aldrich,138
416,545,Restricted,Television,Robert Aldrich,138
417,547,Parents Strongly Cautioned,Classics,Billy Wilder,126
417,547,Parents Strongly Cautioned,Comedy,Billy Wilder,126
417,547,Parents Strongly Cautioned,Romance,Billy Wilder,126
418,548,Restricted,Comedy,Denys Arcand,100
418,548,Restricted,Drama,Denys Arcand,100
419,549,Restricted,Action and Adventure,Stanley Long,89
419,549,Restricted,Art House and International,Stanley Long,89
419,549,Restricted,Comedy,Stanley Long,89
419,549,Restricted,Drama,Stanley Long,89
420,550,Not Rated,Comedy,Franco Amurri,96
420,550,Not Rated,Science Fiction and Fantasy,Franco Amurri,96
421,551,Not Rated,Comedy,Peter Ustinov,111
421,551,Not Rated,Science Fiction and Fantasy,Peter Ustinov,111
422,552,Restricted,Comedy,Evan Dunsky,91
422,552,Restricted,Drama,Evan Dunsky,91
423,554,Parents Strongly Cautioned,Action and Adventure,Jimmy Hayward,84
423,554,Parents Strongly Cautioned,Drama,Jimmy Hayward,84
423,554,Parents Strongly Cautioned,Horror,Jimmy Hayward,84
423,554,Parents Strongly Cautioned,Western,Jimmy Hayward,84
424,555,Parents Strongly Cautioned,Comedy,Lesli Linka Glatter,96
424,555,Parents Strongly Cautioned,Drama,Lesli Linka Glatter,96
425,556,Restricted,Drama,Louis Malle,111
426,559,Parental Guidance Suggested,Comedy,Neal Israel,87
426,559,Parental Guidance Suggested,Kids and Family,Neal Israel,87
427,560,Not Rated,Musical and Performing Arts,Unknown,93
427,560,Not Rated,Special Interest,Unknown,93
428,561,Parents Strongly Cautioned,Action and Adventure,John Leekley,109
428,561,Parents Strongly Cautioned,Art House and International,John Leekley,109
428,561,Parents Strongly Cautioned,Drama,John Leekley,109
428,561,Parents Strongly Cautioned,Kids and Family,John Leekley,109
428,561,Parents Strongly Cautioned,Mystery and Suspense,John Leekley,109
429,562,Not Rated,Art House and International,Mastan Burmawalla|Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla,175
429,562,Not Rated,Drama,Mastan Burmawalla|Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla,175
429,562,Not Rated,Mystery and Suspense,Mastan Burmawalla|Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla,175
430,563,Parents Strongly Cautioned,Comedy,Clare Kilner,89
430,563,Parents Strongly Cautioned,Drama,Clare Kilner,89
430,563,Parents Strongly Cautioned,Romance,Clare Kilner,89
431,564,Parental Guidance Suggested,Action and Adventure,Unknown,96
431,564,Parental Guidance Suggested,Animation,Unknown,96
431,564,Parental Guidance Suggested,Comedy,Unknown,96
432,565,Restricted,Art House and International,Nick Broomfield,90
432,565,Restricted,Documentary,Nick Broomfield,90
432,565,Restricted,Special Interest,Nick Broomfield,90
433,566,General Audience,Art House and International,Gillian Armstrong,101
433,566,General Audience,Drama,Gillian Armstrong,101
433,566,General Audience,Romance,Gillian Armstrong,101
435,571,Restricted,Action and Adventure,Shigehiro Ozawa,92
435,571,Restricted,Art House and International,Shigehiro Ozawa,92
436,572,Parents Strongly Cautioned,Action and Adventure,Dennis Dugan,91
436,572,Parents Strongly Cautioned,Comedy,Dennis Dugan,91
436,572,Parents Strongly Cautioned,Drama,Dennis Dugan,91
437,573,Parents Strongly Cautioned,Comedy,Unknown,118
437,573,Parents Strongly Cautioned,Drama,Unknown,118
438,576,Not Rated,Action and Adventure,Unknown,90
438,576,Not Rated,Art House and International,Unknown,90
439,578,Parental Guidance Suggested,Comedy,Woody Allen,96
439,578,Parental Guidance Suggested,Drama,Woody Allen,96
440,579,Parents Strongly Cautioned,Mystery and Suspense,John Curran,101
441,580,Not Rated,Classics,Unknown,79
441,580,Not Rated,Western,Unknown,79
441,580,Not Rated,Romance,Unknown,79
442,581,Parents Strongly Cautioned,Comedy,Gary Ross,125
442,581,Parents Strongly Cautioned,Drama,Gary Ross,125
442,581,Parents Strongly Cautioned,Science Fiction and Fantasy,Gary Ross,125
443,582,Restricted,Drama,Anton Corbijn,121
443,582,Restricted,Mystery and Suspense,Anton Corbijn,121
444,583,Restricted,Drama,David Lean,174
444,583,Restricted,Romance,David Lean,174
445,584,Not Rated,Drama,Unknown,80
445,584,Not Rated,Mystery and Suspense,Unknown,80
446,585,Restricted,Action and Adventure,Antoine Fuqua,129
446,585,Restricted,Mystery and Suspense,Antoine Fuqua,129
447,586,Not Rated,Documentary,Unknown,90
447,586,Not Rated,Special Interest,Unknown,90
448,588,Restricted,Action and Adventure,Steve Carver,100
448,588,Restricted,Drama,Steve Carver,100
449,589,Not Rated,Animation,Toyoo Ashida|Carl Macek,80
449,589,Not Rated,Anime and Manga,Toyoo Ashida|Carl Macek,80
449,589,Not Rated,Art House and International,Toyoo Ashida|Carl Macek,80
449,589,Not Rated,Horror,Toyoo Ashida|Carl Macek,80
449,589,Not Rated,Science Fiction and Fantasy,Toyoo Ashida|Carl Macek,80
450,590,Parents Strongly Cautioned,Drama,Justin Chadwick,115
450,590,Parents Strongly Cautioned,Romance,Justin Chadwick,115
451,592,Not Rated,Art House and International,Hark Tsui,109
451,592,Not Rated,Comedy,Hark Tsui,109
451,592,Not Rated,Romance,Hark Tsui,109
452,594,Parental Guidance Suggested,Action and Adventure,Ivan Reitman,105
452,594,Parental Guidance Suggested,Comedy,Ivan Reitman,105
452,594,Parental Guidance Suggested,Science Fiction and Fantasy,Ivan Reitman,105
453,595,Restricted,Comedy,Forest Whitaker,123
453,595,Restricted,Drama,Forest Whitaker,123
454,596,General Audience,Documentary,Adam Ravetch|Sarah Robertson,86
454,596,General Audience,Special Interest,Adam Ravetch|Sarah Robertson,86
455,597,Parental Guidance Suggested,Comedy,Lawrence Kasdan,121
455,597,Parental Guidance Suggested,Drama,Lawrence Kasdan,121
455,597,Parental Guidance Suggested,Romance,Lawrence Kasdan,121
456,598,Not Rated,Classics,Vincent Sherman,111
456,598,Not Rated,Drama,Vincent Sherman,111
456,598,Not Rated,Mystery and Suspense,Vincent Sherman,111
457,599,Restricted,Drama,Unknown,104
457,599,Restricted,Mystery and Suspense,Unknown,104
457,599,Restricted,Romance,Unknown,104
458,601,Parental Guidance Suggested,Action and Adventure,Unknown,91
458,601,Parental Guidance Suggested,Science Fiction and Fantasy,Unknown,91
459,602,Restricted,Drama,Richard Loncraine,112
460,603,Restricted,Drama,John Singleton,104
461,604,Restricted,Documentary,Kwame Amoaku,86
461,604,Restricted,Musical and Performing Arts,Kwame Amoaku,86
461,604,Restricted,Special Interest,Kwame Amoaku,86
462,605,Parents Strongly Cautioned,Comedy,Peter Segal,95
462,605,Parents Strongly Cautioned,Special Interest,Peter Segal,95
463,607,Parental Guidance Suggested,Drama,Chuck Bail,95
463,607,Parental Guidance Suggested,Mystery and Suspense,Chuck Bail,95
463,607,Parental Guidance Suggested,Science Fiction and Fantasy,Chuck Bail,95
464,608,Restricted,Comedy,Phil Alden Robinson,87
464,608,Restricted,Drama,Phil Alden Robinson,87
465,609,Not Rated,Classics,Anatole Litvak,144
465,609,Not Rated,Drama,Anatole Litvak,144
465,609,Not Rated,Mystery and Suspense,Anatole Litvak,144
466,610,Parents Strongly Cautioned,Action and Adventure,Florian Henckel von Donnersmarck,103
466,610,Parents Strongly Cautioned,Mystery and Suspense,Florian Henckel von Donnersmarck,103
466,610,Parents Strongly Cautioned,Romance,Florian Henckel von Donnersmarck,103
467,611,Restricted,Drama,Clint Eastwood,137
467,611,Restricted,Mystery and Suspense,Clint Eastwood,137
468,612,Restricted,Action and Adventure,Joseph Ruben,110
468,612,Restricted,Comedy,Joseph Ruben,110
468,612,Restricted,Drama,Joseph Ruben,110
468,612,Restricted,Mystery and Suspense,Joseph Ruben,110
469,613,Not Rated,Classics,John Berry,94
469,613,Not Rated,Musical and Performing Arts,John Berry,94
470,614,Parental Guidance Suggested,Classics,Mark Rydell,128
470,614,Parental Guidance Suggested,Drama,Mark Rydell,128
470,614,Parental Guidance Suggested,Western,Mark Rydell,128
471,615,Parental Guidance Suggested,Art House and International,Hsiao-hsien Hou,109
471,615,Parental Guidance Suggested,Drama,Hsiao-hsien Hou,109
472,617,Not Rated,Action and Adventure,William Wyler,100
472,617,Not Rated,Drama,William Wyler,100
472,617,Not Rated,Western,William Wyler,100
473,618,Parental Guidance Suggested,Drama,Unknown,110
474,619,Parental Guidance Suggested,Comedy,Michael Rubbo,96
474,619,Parental Guidance Suggested,Kids and Family,Michael Rubbo,96
474,619,Parental Guidance Suggested,Science Fiction and Fantasy,Michael Rubbo,96
475,620,Restricted,Action and Adventure,Raymond Martino,94
476,622,Restricted,Drama,Francis Ford Coppola,175
477,623,Restricted,Art House and International,Guy Maddin,93
477,623,Restricted,Drama,Guy Maddin,93
477,623,Restricted,Mystery and Suspense,Guy Maddin,93
478,624,Not Rated,Classics,George Sidney,110
478,624,Not Rated,Comedy,George Sidney,110
478,624,Not Rated,Musical and Performing Arts,George Sidney,110
479,626,Restricted,Horror,James Isaac,91
479,626,Restricted,Mystery and Suspense,James Isaac,91
479,626,Restricted,Science Fiction and Fantasy,James Isaac,91
480,627,Restricted,Animation,Brett Morgen,100
480,627,Restricted,Documentary,Brett Morgen,100
480,627,Restricted,Drama,Brett Morgen,100
481,628,Parental Guidance Suggested,Drama,Mira Nair,124
481,628,Parental Guidance Suggested,Kids and Family,Mira Nair,124
482,631,Restricted,Comedy,Roderick Taylor,94
482,631,Restricted,Romance,Roderick Taylor,94
483,632,Not Rated,Art House and International,Karim Traidia,86
483,632,Not Rated,Drama,Karim Traidia,86
483,632,Not Rated,Romance,Karim Traidia,86
484,633,Not Rated,Drama,Tze Chun,86
485,635,Restricted,Horror,Mike Mendez,84
487,638,Restricted,Comedy,John Herzfeld,107
487,638,Restricted,Drama,John Herzfeld,107
487,638,Restricted,Mystery and Suspense,John Herzfeld,107
488,639,Restricted,Drama,Abel Ferrara,93
488,639,Restricted,Mystery and Suspense,Abel Ferrara,93
488,639,Restricted,Science Fiction and Fantasy,Abel Ferrara,93
489,640,Not Rated,Classics,Douglas Sirk,79
489,640,Not Rated,Drama,Douglas Sirk,79
489,640,Not Rated,Mystery and Suspense,Douglas Sirk,79
490,641,Not Rated,Drama,Unknown,104
491,642,Not Rated,Classics,John Cromwell,102
491,642,Not Rated,Drama,John Cromwell,102
491,642,Not Rated,Romance,John Cromwell,102
492,643,Parents Strongly Cautioned,Comedy,Dave McCary,97
493,644,Restricted,Drama,Unknown,101
493,644,Restricted,Mystery and Suspense,Unknown,101
494,645,Not Rated,Documentary,Unknown,152
494,645,Not Rated,Musical and Performing Arts,Unknown,152
495,646,Parents Strongly Cautioned,Comedy,Unknown,108
495,646,Parents Strongly Cautioned,Drama,Unknown,108
495,646,Parents Strongly Cautioned,Mystery and Suspense,Unknown,108
496,647,Not Rated,Drama,Joseph Pevney,86
496,647,Not Rated,Musical and Performing Arts,Joseph Pevney,86
497,648,Restricted,Action and Adventure,Howard Hawks,142
497,648,Restricted,Classics,Howard Hawks,142
497,648,Restricted,Western,Howard Hawks,142
498,651,Restricted,Drama,Sam Peckinpah,118
498,651,Restricted,Mystery and Suspense,Sam Peckinpah,118
499,654,Parents Strongly Cautioned,Comedy,Howard Deutch,96
499,654,Parents Strongly Cautioned,Drama,Howard Deutch,96
500,655,Restricted,Comedy,Robert Altman,184
500,655,Restricted,Drama,Robert Altman,184
501,656,General Audience,Kids and Family,Steve Gomer,75
502,658,Restricted,Comedy,George Huang,93
503,659,Restricted,Comedy,Brian DePalma,126
504,661,Parental Guidance Suggested,Comedy,Joel Zwick,95
504,661,Parental Guidance Suggested,Romance,Joel Zwick,95
505,663,Parental Guidance Suggested,Comedy,Les Mayfield,88
505,663,Parental Guidance Suggested,Science Fiction and Fantasy,Les Mayfield,88
506,664,Not Rated,Art House and International,Tian Zhuangzhuang,150
506,664,Not Rated,Drama,Tian Zhuangzhuang,150
507,665,Parents Strongly Cautioned,Art House and International,Karen Shakhnazarov,104
507,665,Parents Strongly Cautioned,Drama,Karen Shakhnazarov,104
508,666,Not Rated,Drama,Paul Wendkos,313
508,666,Not Rated,Mystery and Suspense,Paul Wendkos,313
509,667,Parental Guidance Suggested,Animation,Clay Kaytis|Fergal Reilly,95
509,667,Parental Guidance Suggested,Kids and Family,Clay Kaytis|Fergal Reilly,95
510,669,Parental Guidance Suggested,Action and Adventure,Terry Gilliam,127
510,669,Parental Guidance Suggested,Science Fiction and Fantasy,Terry Gilliam,127
511,671,Parental Guidance Suggested,Comedy,Unknown,104
511,671,Parental Guidance Suggested,Kids and Family,Unknown,104
512,672,Parents Strongly Cautioned,Drama,Bill Duke,100
512,672,Parents Strongly Cautioned,Horror,Bill Duke,100
513,673,Parental Guidance Suggested,Drama,Mike Tollin|Michael Tollin,109
514,674,Restricted,Comedy,William Friedkin,102
514,674,Restricted,Mystery and Suspense,William Friedkin,102
515,675,Parental Guidance Suggested,Drama,David Lean,164
517,678,Not Rated,Drama,David Miller,107
517,678,Not Rated,Romance,David Miller,107
518,679,Not Rated,Documentary,Yoav Potash,93
518,679,Not Rated,Drama,Yoav Potash,93
518,679,Not Rated,Special Interest,Yoav Potash,93
519,680,Not Rated,Drama,Pierre Chenal,91
520,681,Not Rated,Animation,Shane Acker,11
520,681,Not Rated,Special Interest,Shane Acker,11
521,683,Restricted,Action and Adventure,Fred Schepisi,122
521,683,Restricted,Drama,Fred Schepisi,122
521,683,Restricted,Mystery and Suspense,Fred Schepisi,122
522,684,Parental Guidance Suggested,Action and Adventure,Gary Goddard,109
522,684,Parental Guidance Suggested,Science Fiction and Fantasy,Gary Goddard,109
523,685,Restricted,Comedy,Philip Seymour Hoffman,91
523,685,Restricted,Romance,Philip Seymour Hoffman,91
524,686,Parents Strongly Cautioned,Horror,Stuart Beattie,92
524,686,Parents Strongly Cautioned,Mystery and Suspense,Stuart Beattie,92
524,686,Parents Strongly Cautioned,Science Fiction and Fantasy,Stuart Beattie,92
525,687,Restricted,Horror,Peter Medak,114
525,687,Restricted,Mystery and Suspense,Peter Medak,114
526,688,Restricted,Horror,Don Taylor,110
526,688,Restricted,Mystery and Suspense,Don Taylor,110
527,689,Restricted,Drama,Paul Thomas Anderson,148
527,689,Restricted,Mystery and Suspense,Paul Thomas Anderson,148
528,690,Not Rated,Classics,Robert Ellis Miller,109
528,690,Not Rated,Comedy,Robert Ellis Miller,109
528,690,Not Rated,Romance,Robert Ellis Miller,109
529,691,Not Rated,Art House and International,Jean-Luc Godard,85
529,691,Not Rated,Drama,Jean-Luc Godard,85
530,692,Parental Guidance Suggested,Action and Adventure,Unknown,98
530,692,Parental Guidance Suggested,Kids and Family,Unknown,98
530,692,Parental Guidance Suggested,Science Fiction and Fantasy,Unknown,98
530,692,Parental Guidance Suggested,Western,Unknown,98
531,693,Parental Guidance Suggested,Comedy,Leonard Nimoy,102
532,694,Restricted,Drama,Yves Simoneau,95
532,694,Restricted,Mystery and Suspense,Yves Simoneau,95
533,695,Not Rated,Action and Adventure,Lloyd Bacon,91
533,695,Not Rated,Classics,Lloyd Bacon,91
533,695,Not Rated,Comedy,Lloyd Bacon,91
533,695,Not Rated,Drama,Lloyd Bacon,91
534,696,Restricted,Action and Adventure,Clint Eastwood,130
534,696,Restricted,Drama,Clint Eastwood,130
535,697,Not Rated,Art House and International,Bela Tarr,116
535,697,Not Rated,Drama,Bela Tarr,116
537,700,Restricted,Action and Adventure,Maggie Greenwald,120
537,700,Restricted,Drama,Maggie Greenwald,120
537,700,Restricted,Western,Maggie Greenwald,120
538,701,Parental Guidance Suggested,Action and Adventure,Curtis Hanson,90
538,701,Parental Guidance Suggested,Drama,Curtis Hanson,90
539,704,Restricted,Comedy,Keenen Ivory Wayans,82
540,707,Not Rated,Action and Adventure,Unknown,6
541,708,Not Rated,Drama,John Farrow,94
541,708,Not Rated,Mystery and Suspense,John Farrow,94
542,709,Restricted,Comedy,Martha Coolidge,105
542,709,Restricted,Drama,Martha Coolidge,105
542,709,Restricted,Musical and Performing Arts,Martha Coolidge,105
543,712,Parental Guidance Suggested,Art House and International,Marcel Camus,120
543,712,Parental Guidance Suggested,Classics,Marcel Camus,120
543,712,Parental Guidance Suggested,Comedy,Marcel Camus,120
543,712,Parental Guidance Suggested,Drama,Marcel Camus,120
543,712,Parental Guidance Suggested,Musical and Performing Arts,Marcel Camus,120
543,712,Parental Guidance Suggested,Science Fiction and Fantasy,Marcel Camus,120
543,712,Parental Guidance Suggested,Romance,Marcel Camus,120
544,713,Restricted,Comedy,Alethea Jones,89
545,714,Restricted,Comedy,Seth MacFarlane,120
546,715,Restricted,Drama,Gary Fleder,110
546,715,Restricted,Mystery and Suspense,Gary Fleder,110
547,716,Not Rated,Art House and International,Unknown,116
547,716,Not Rated,Comedy,Unknown,116
548,717,General Audience,Drama,Unknown,73
548,717,General Audience,Special Interest,Unknown,73
549,718,Restricted,Art House and International,Unknown,90
549,718,Restricted,Horror,Unknown,90
550,719,Not Rated,Action and Adventure,Albert Parker,122
550,719,Not Rated,Classics,Albert Parker,122
551,720,Not Rated,Classics,William Castle,101
551,720,Not Rated,Comedy,William Castle,101
552,721,Restricted,Drama,Neil Jordan,117
552,721,Restricted,Mystery and Suspense,Neil Jordan,117
553,722,Not Rated,Action and Adventure,Elio Petri,92
553,722,Not Rated,Art House and International,Elio Petri,92
553,722,Not Rated,Comedy,Elio Petri,92
553,722,Not Rated,Mystery and Suspense,Elio Petri,92
553,722,Not Rated,Science Fiction and Fantasy,Elio Petri,92
554,723,Restricted,Drama,Todd Haynes,119
554,723,Restricted,Musical and Performing Arts,Todd Haynes,119
556,725,Not Rated,Drama,Annemarie Jacir,105
556,725,Not Rated,Romance,Annemarie Jacir,105
557,726,Not Rated,Action and Adventure,Evans Butterworth,85
558,727,Not Rated,Art House and International,Hong Sang-soo,114
558,727,Not Rated,Comedy,Hong Sang-soo,114
558,727,Not Rated,Drama,Hong Sang-soo,114
559,729,Parental Guidance Suggested,Kids and Family,Jeannot Szwarc,108
559,729,Parental Guidance Suggested,Science Fiction and Fantasy,Jeannot Szwarc,108
560,730,Not Rated,Art House and International,Maroun Bagdadi,97
560,730,Not Rated,Drama,Maroun Bagdadi,97
561,731,Restricted,Documentary,Jim Jarmusch,106
561,731,Restricted,Musical and Performing Arts,Jim Jarmusch,106
562,732,Not Rated,Western,James Hogan,92
563,733,Not Rated,Comedy,Donald Collup,82
563,733,Not Rated,Documentary,Donald Collup,82
563,733,Not Rated,Musical and Performing Arts,Donald Collup,82
563,733,Not Rated,Special Interest,Donald Collup,82
564,734,Not Rated,Art House and International,Jing Wong,104
565,735,Parental Guidance Suggested,Action and Adventure,Simon Wincer,116
565,735,Parental Guidance Suggested,Drama,Simon Wincer,116
566,736,Restricted,Drama,Mike Figgis,114
566,736,Restricted,Mystery and Suspense,Mike Figgis,114
567,737,Not Rated,Drama,Guy Hamilton,84
568,738,Restricted,Art House and International,Nick Murphy,107
568,738,Restricted,Horror,Nick Murphy,107
568,738,Restricted,Mystery and Suspense,Nick Murphy,107
569,739,Not Rated,Drama,Agust Agustsson|Ruth Schell,114
570,740,Parents Strongly Cautioned,Action and Adventure,Joe Johnston,92
570,740,Parents Strongly Cautioned,Mystery and Suspense,Joe Johnston,92
570,740,Parents Strongly Cautioned,Science Fiction and Fantasy,Joe Johnston,92
571,741,Restricted,Action and Adventure,Cedric Sundstrom,99
571,741,Restricted,Mystery and Suspense,Cedric Sundstrom,99
572,742,Restricted,Art House and International,Richard Spence,92
572,742,Restricted,Comedy,Richard Spence,92
572,742,Restricted,Drama,Richard Spence,92
572,742,Restricted,Romance,Richard Spence,92
574,744,Parents Strongly Cautioned,Comedy,John Burgess,100
574,744,Parents Strongly Cautioned,Romance,John Burgess,100
575,745,Parental Guidance Suggested,Comedy,Michael Laughlin,94
575,745,Parental Guidance Suggested,Cult Movies,Michael Laughlin,94
575,745,Parental Guidance Suggested,Mystery and Suspense,Michael Laughlin,94
575,745,Parental Guidance Suggested,Science Fiction and Fantasy,Michael Laughlin,94
576,746,Not Rated,Action and Adventure,William Beaudine,65
576,746,Not Rated,Classics,William Beaudine,65
576,746,Not Rated,Drama,William Beaudine,65
576,746,Not Rated,Romance,William Beaudine,65
577,747,Not Rated,Classics,Billy Wilder,125
577,747,Not Rated,Comedy,Billy Wilder,125
577,747,Not Rated,Drama,Billy Wilder,125
577,747,Not Rated,Romance,Billy Wilder,125
578,748,Not Rated,Art House and International,Otar Iosseliani,117
578,748,Not Rated,Comedy,Otar Iosseliani,117
578,748,Not Rated,Drama,Otar Iosseliani,117
580,750,Not Rated,Documentary,John Ewing III,60
580,750,Not Rated,Drama,John Ewing III,60
580,750,Not Rated,Special Interest,John Ewing III,60
581,752,Restricted,Comedy,John Landis,109
582,753,Parental Guidance Suggested,Horror,Freddie Francis,86
582,753,Parental Guidance Suggested,Science Fiction and Fantasy,Freddie Francis,86
583,754,Not Rated,Documentary,Amy Berg,101
584,755,Parents Strongly Cautioned,Action and Adventure,Richard Donner,116
584,755,Parents Strongly Cautioned,Science Fiction and Fantasy,Richard Donner,116
585,756,Restricted,Drama,Brad Furman,127
586,757,Restricted,Action and Adventure,Dominic Sena,125
586,757,Restricted,Drama,Dominic Sena,125
586,757,Restricted,Mystery and Suspense,Dominic Sena,125
587,758,Not Rated,Horror,Del Tenney,71
587,758,Not Rated,Musical and Performing Arts,Del Tenney,71
587,758,Not Rated,Science Fiction and Fantasy,Del Tenney,71
588,760,Restricted,Comedy,Nicholas Stoller,92
589,761,Parental Guidance Suggested,Classics,Arthur Penn,102
589,761,Parental Guidance Suggested,Western,Arthur Penn,102
590,762,Restricted,Art House and International,Kim Ki-duk,118
590,762,Restricted,Drama,Kim Ki-duk,118
591,763,Not Rated,Classics,Henry King,110
591,763,Not Rated,Drama,Henry King,110
591,763,Not Rated,Mystery and Suspense,Henry King,110
592,765,Not Rated,Art House and International,Ralph Nelson,88
592,765,Not Rated,Classics,Ralph Nelson,88
592,765,Not Rated,Comedy,Ralph Nelson,88
592,765,Not Rated,Drama,Ralph Nelson,88
593,766,General Audience,Action and Adventure,Arna Selznick,76
593,766,General Audience,Animation,Arna Selznick,76
593,766,General Audience,Comedy,Arna Selznick,76
593,766,General Audience,Kids and Family,Arna Selznick,76
593,766,General Audience,Science Fiction and Fantasy,Arna Selznick,76
594,768,Not Rated,Documentary,Roger Weisberg,83
594,768,Not Rated,Special Interest,Roger Weisberg,83
595,769,Restricted,Drama,Paul Schrader,108
596,770,Not Rated,Classics,Henry Koster,98
596,770,Not Rated,Comedy,Henry Koster,98
596,770,Not Rated,Drama,Henry Koster,98
596,770,Not Rated,Musical and Performing Arts,Henry Koster,98
597,771,Parents Strongly Cautioned,Comedy,Jason Friedberg|Aaron Seltzer,84
598,772,Not Rated,Art House and International,Vladimir Menshov,145
598,772,Not Rated,Comedy,Vladimir Menshov,145
598,772,Not Rated,Drama,Vladimir Menshov,145
598,772,Not Rated,Romance,Vladimir Menshov,145
599,773,Restricted,Art House and International,Vincent Gallo,110
599,773,Restricted,Comedy,Vincent Gallo,110
599,773,Restricted,Drama,Vincent Gallo,110
600,774,Not Rated,Action and Adventure,Richard Thorpe,80
601,776,Parental Guidance Suggested,Comedy,Woody Allen,88
601,776,Parental Guidance Suggested,Drama,Woody Allen,88
602,778,Restricted,Comedy,Ted Kotcheff,119
602,778,Restricted,Drama,Ted Kotcheff,119
602,778,Restricted,Sports and Fitness,Ted Kotcheff,119
603,779,Restricted,Art House and International,Goran Dukic,91
603,779,Restricted,Comedy,Goran Dukic,91
603,779,Restricted,Drama,Goran Dukic,91
604,781,Parents Strongly Cautioned,Art House and International,Yoji Yamada,121
604,781,Parents Strongly Cautioned,Classics,Yoji Yamada,121
604,781,Parents Strongly Cautioned,Drama,Yoji Yamada,121
604,781,Parents Strongly Cautioned,Romance,Yoji Yamada,121
605,782,Restricted,Comedy,Martin McDonagh,115
605,782,Restricted,Drama,Martin McDonagh,115
606,783,Restricted,Action and Adventure,Sylvester Stallone,103
606,783,Restricted,Mystery and Suspense,Sylvester Stallone,103
607,784,Parents Strongly Cautioned,Classics,Lewis Milestone,128
607,784,Parents Strongly Cautioned,Comedy,Lewis Milestone,128
607,784,Parents Strongly Cautioned,Drama,Lewis Milestone,128
608,785,Not Rated,Classics,David Miller,117
608,785,Not Rated,Comedy,David Miller,117
608,785,Not Rated,Musical and Performing Arts,David Miller,117
608,785,Not Rated,Romance,David Miller,117
